iati-identifier,title,country,region,default-currency,commitment,disbursement,reimbursement,expenditure,loan-repayment,interest-repayment,description,start-planned,start-actual,end-planned,end-actual,activity-status-code,activity-status,policy-markers,policy-marker-vocabulary,policy-marker-significance,policy-marker-codes,contact-organisation,contact-telephone,contact-email,contact-mailing-address,default-tied-status-code,default-tied-status,
"US-EIN-941655673-23254","for a project to identify, catalogue, and link knowledge centers and individual researchers in the field of agri-food trade within South America and the Asia-Pacific","","International","USD",356000,0,0,0,0,0,"","2006-06-19","","2007-12-19","","","","","","","","ICONE - Instituto de Estudos do Comercio e das Negociacoes Internacionais","011-55-11-3021-0403","","Av. General Furtado Nascimento, 740, Cj.81 Sao Paulo,   05465-070 Brazil","5","Untied",
"US-EIN-941655673-26602","for the Asia and Latin America Agri-Food Research Network to research biofuels issues","","International","USD",20000,0,0,0,0,0,"","2008-05-15","","2009-05-15","","","","","","","","ICONE - Instituto de Estudos do Comercio e das Negociacoes Internacionais","011-55-11-3021-0403","","Av. General Furtado Nascimento, 740, Cj.81 Sao Paulo,   05465-070 Brazil","5","Untied",
"US-EIN-941655673-26202","for a Geneva Forum on how the international trading system can create fairer practices","","International","USD",75000,0,0,0,0,0,"","2008-03-17","","2009-03-17","","","","","","","","IDEAS Centre","011-41-22-807-17-40","","10, rue de l'Arquebuse Geneva,   1204 Switzerland","5","Untied",
"US-EIN-941655673-24345","for the International Media Development Fund","","International","USD",2000000,0,0,0,0,0,"","2007-02-26","","2008-02-26","","","","","","","","Independent Television Service, Inc.","(415) 356-8383","","651 Brannan Street
Suite 410 San Francisco, CA  94107-1532","5","Untied",
"US-EIN-941655673-22444","for the International Media Development Fund","","International","USD",2000000,0,0,0,0,0,"","2006-02-27","","2007-02-27","","","","","","","","Independent Television Service, Inc.","(415) 356-8383","","651 Brannan Street
Suite 410 San Francisco, CA  94107-1532","5","Untied",
"US-EIN-941655673-26200","for the International Media Development Fund","","International","USD",2000000,0,0,0,0,0,"","2008-03-17","","2009-03-17","","","","","","","","Independent Television Service, Inc.","(415) 356-8383","","651 Brannan Street
Suite 410 San Francisco, CA  94107-1532","5","Untied",
"US-EIN-941655673-28040","for the International Media Development Fund","","International","USD",2000000,0,0,0,0,0,"","2009-03-30","","2010-03-30","","","","","","","","Independent Television Service, Inc.","(415) 356-8383","","651 Brannan Street
Suite 410 San Francisco, CA  94107-1532","5","Untied",
"US-EIN-941655673-27102","for a planning study for an individual giving program","","International","USD",35000,0,0,0,0,0,"","2008-08-12","","2009-08-12","","","","","","","","Independent Television Service, Inc.","(415) 356-8383","","651 Brannan Street
Suite 410 San Francisco, CA  94107-1532","5","Untied",
"US-EIN-941655673-29838","for the videoconferencing project","","International","USD",35000,0,0,0,0,0,"","2010-08-27","","2011-08-27","","","","","","","","INDEPTH Network","011-233-21-519394","","11 Mensah Wood Road, East Legon
P.O. Box KD 213 Kanda Accra,    Ghana","5","Untied",
"US-EIN-941655673-29020","for support of data management and data sharing initiatives of the INDEPTH Network","","Africa","USD",1000000,0,0,0,0,0,"","2009-11-16","","2012-11-16","","","","","","","","INDEPTH Network","011-233-21-519394","","11 Mensah Wood Road, East Legon
P.O. Box KD 213 Kanda Accra,    Ghana","5","Untied",
"US-EIN-941655673-27371","for expanding the data sharing pilot program to Africa","","Africa","USD",300000,0,0,0,0,0,"","2008-11-20","","2009-11-20","","","","","","","","INDEPTH Network","011-233-21-519394","","11 Mensah Wood Road, East Legon
P.O. Box KD 213 Kanda Accra,    Ghana","5","Untied",
"US-EIN-941655673-26449","for general operating support","","Africa","USD",1500000,0,0,0,0,0,"","2008-07-21","","2011-07-21","","","","","","","","INDEPTH Network","011-233-21-519394","","11 Mensah Wood Road, East Legon
P.O. Box KD 213 Kanda Accra,    Ghana","5","Untied",
"US-EIN-941655673-27368","for evaluation of reproductive health interventions","","Africa","USD",1000000,0,0,0,0,0,"","2008-11-17","","2010-11-17","","","","","","","","INDEPTH Network","011-233-21-519394","","11 Mensah Wood Road, East Legon
P.O. Box KD 213 Kanda Accra,    Ghana","5","Untied",
"US-EIN-941655673-27369","for developing and implementing a monitoring and evaluation framework system","","Africa","USD",200000,0,0,0,0,0,"","2008-11-17","","2009-11-17","","","","","","","","INDEPTH Network","011-233-21-519394","","11 Mensah Wood Road, East Legon
P.O. Box KD 213 Kanda Accra,    Ghana","5","Untied",
"US-EIN-941655673-26115","for staff and website development","","Africa","USD",30000,0,0,0,0,0,"","2008-01-16","","2009-01-16","","","","","","","","INDEPTH Network","011-233-21-519394","","11 Mensah Wood Road, East Legon
P.O. Box KD 213 Kanda Accra,    Ghana","5","Untied",
"US-EIN-941655673-23544","for a partnership matching analytic and training skills and opportunities among INDEPTH Network's demographic surveillance sites and university population training centers in Ghana, Kenya, and South Africa","","Africa","USD",522000,0,0,0,0,0,"","2006-10-16","","2008-10-16","","","","","","","","INDEPTH Network","011-233-21-519394","","11 Mensah Wood Road, East Legon
P.O. Box KD 213 Kanda Accra,    Ghana","5","Untied",
"US-EIN-941655673-23162","for general support","Mexico","","USD",150000,0,0,0,0,0,"","2006-06-19","","2008-06-19","","","","","","","","Iniciativa Ciudadana y Desarrollo Social, Incide Social, A.C.","011-55-90-87-54","","Hilario Perez de Leon No. 80
Col. Ninos Heroes de Chapultepec Mexico City,   03440 Mexico","5","Untied",
"US-EIN-941655673-28596","For an organizational assessment and strategic planning review","Mexico","","USD",40000,0,0,0,0,0,"","2009-08-10","","2010-08-10","","","","","","","","Iniciativa Ciudadana y Desarrollo Social, Incide Social, A.C.","011-55-90-87-54","","Hilario Perez de Leon No. 80
Col. Ninos Heroes de Chapultepec Mexico City,   03440 Mexico","5","Untied",
"US-EIN-941655673-26228","for general support","Mexico","","USD",435000,0,0,0,0,0,"","2008-03-17","","2010-03-17","","","","","","","","Iniciativa Ciudadana y Desarrollo Social, Incide Social, A.C.","011-55-90-87-54","","Hilario Perez de Leon No. 80
Col. Ninos Heroes de Chapultepec Mexico City,   03440 Mexico","5","Untied",
"US-EIN-941655673-29755","for strengthening a citizens' social policy observatory","Mexico","","USD",100000,0,0,0,0,0,"","2010-07-19","","2011-07-19","","","","","","","","Iniciativa Ciudadana y Desarrollo Social, Incide Social, A.C.","011-55-90-87-54","","Hilario Perez de Leon No. 80
Col. Ninos Heroes de Chapultepec Mexico City,   03440 Mexico","5","Untied",
"US-EIN-941655673-24312","for general support","","International","USD",800000,0,0,0,0,0,"","2007-02-26","","2009-02-26","","","","","","","","Initiative for Global Development","(206) 628-5145","","Financial Center Building
1215 Fourth Avenue, Suite 650 Seattle, WA  98161","5","Untied",
"US-EIN-941655673-24828","for the development of a strategic plan with the new Board of Directors","","International","USD",35000,0,0,0,0,0,"","2007-04-30","","2008-04-30","","","","","","","","Initiative for Global Development","(206) 628-5145","","Financial Center Building
1215 Fourth Avenue, Suite 650 Seattle, WA  98161","5","Untied",
"US-EIN-941655673-30421","for general operating support","","International","USD",300000,0,0,0,0,0,"","2011-03-21","","2013-03-21","","","","","","","","Initiative for Global Development","(206) 628-5145","","Financial Center Building
1215 Fourth Avenue, Suite 650 Seattle, WA  98161","5","Untied",
"US-EIN-941655673-28058","for a project to strengthen support among business leaders for aid reform and improved trade policy","","International","USD",500000,0,0,0,0,0,"","2009-03-30","","2011-03-30","","","","","","","","Initiative for Global Development","(206) 628-5145","","Financial Center Building
1215 Fourth Avenue, Suite 650 Seattle, WA  98161","5","Untied",
"US-EIN-941655673-24299","for a study of effective school-based HIV/AIDS prevention in resource-poor settings","","Africa","USD",250000,0,0,0,0,0,"","2007-02-26","","2009-02-26","","","","","","","","Innovations for Poverty Action, A New Jersey Nonprofit Corporation","(203) 772-2216","","101 Whitney Avenue
Second Floor New Haven, CT  06510","5","Untied",
"US-EIN-941655673-30181","for evaluating a remedial education program in Ghana","Ghana","","USD",250000,0,0,0,0,0,"","2010-11-15","","2011-11-15","","","","","","","","Innovations for Poverty Action, A New Jersey Nonprofit Corporation","(203) 772-2216","","101 Whitney Avenue
Second Floor New Haven, CT  06510","5","Untied",
"US-EIN-941655673-27579","for general operating support","","","USD",500000,0,0,0,0,0,"","2008-11-17","","2010-11-17","","","","","","","","Innovations for Poverty Action, A New Jersey Nonprofit Corporation","(203) 772-2216","","101 Whitney Avenue
Second Floor New Haven, CT  06510","5","Untied",
"US-EIN-941655673-25351","for general support to the National Network for Oral Trials in Mexico program","Mexico","","USD",200000,0,0,0,0,0,"","2007-09-04","","2009-03-04","","","","","","","","Institucion Renace ABP","011-52 (81) 1052-8930","","Jose Maria Morelos 1032 Ote. (Barrio Antiguo)
Col. Centro Monterrey, Nuevo Leon  C.P. 64000 Mexico","5","Untied",
"US-EIN-941655673-23820","for general operating support","","Africa","USD",250000,0,0,0,0,0,"","2006-12-06","","2008-12-06","","","","","","","","Institut de Formation et de Recherche Demographiques","011-237-222-24-71","","BP 1556 Yaoundé,    Cameroon","5","Untied",
"US-EIN-941655673-28872","for IFORD's charitable purposes","","Africa","USD",100000,0,0,0,0,0,"","2009-11-16","","2010-11-16","","","","","","","","Institut de Formation et de Recherche Demographiques","011-237-222-24-71","","BP 1556 Yaoundé,    Cameroon","5","Untied",
"US-EIN-941655673-26340","for research on the economic impacts of population reproductive health in  Africa","","Africa","USD",1750000,0,0,0,0,0,"","2008-11-01","","2012-11-01","","","","","","","","Institut de Recherche pour le Developpement","011-33-1-48-03-76-10","","LeSextant - 44
Boulevard de Dunkerque - CS 90009 13572 Marseille,   CEDEX02 France","5","Untied",
"US-EIN-941655673-25611","for J-PAL South Asia to conduct the planning phase for an impact evaluation of Pratham's Read India","India","","USD",90000,0,0,0,0,0,"","2007-10-05","","2008-10-05","","","","","","","","Institute for Financial Management and Research","011-91-44-4289-2700","","Eighth Floor, West Wing, Fountain Plaza
Khaleel Shirazi Estate, 3 1/2 A, Pantheon Road Egmore, Chennai  600 008 India","5","Untied",
"US-EIN-941655673-25801","for J-PAL South Asia to conduct an impact evaluation of Pratham's Read India","India","","USD",1225000,0,0,0,0,0,"","2007-11-19","","2010-11-19","","","","","","","","Institute for Financial Management and Research","011-91-44-4289-2700","","Eighth Floor, West Wing, Fountain Plaza
Khaleel Shirazi Estate, 3 1/2 A, Pantheon Road Egmore, Chennai  600 008 India","5","Untied",
"US-EIN-941655673-30564","for a supplement to J-PAL South Asia to conclude an impact evaluation of Pratham's Read India","India","","USD",99000,0,0,0,0,0,"","2011-01-01","","2014-01-01","","","","","","","","Institute for Financial Management and Research","011-91-44-4289-2700","","Eighth Floor, West Wing, Fountain Plaza
Khaleel Shirazi Estate, 3 1/2 A, Pantheon Road Egmore, Chennai  600 008 India","5","Untied",
"US-EIN-941655673-24007","for an expert consultation on the economic impact of abortion related morbidity and mortality","","International","USD",100000,0,0,0,0,0,"","2006-11-01","","2007-11-01","","","","","","","","Institute of Development Studies","011-44-1273-606261","","University of Sussex Brighton,   BN1 9RE United Kingdom","5","Untied",
"US-EIN-941655673-25716","for support of Fellowships in Population, Reproductive Health, and Economic Development","","International","USD",1500000,0,0,0,0,0,"","2007-11-19","","2012-11-19","","","","","","","","Institute of International Education, Inc.","(212) 883-8200","","809 United Nations Plaza New York, NY  10017-3580","5","Untied",
"US-EIN-941655673-27746","for improving access to demographic and related data in sub-Saharan Africa","","Africa","USD",500000,0,0,0,0,0,"","2008-11-24","","2009-11-24","","","","","","","","Institute of International Education, Inc.","(212) 883-8200","","809 United Nations Plaza New York, NY  10017-3580","5","Untied",
"US-EIN-941655673-22608","for general operating support of the African Partnership Travel & Learning Fund","","Africa","USD",800000,0,0,0,0,0,"","2006-02-27","","2008-02-27","","","","","","","","Institute of International Education, Inc.","(212) 883-8200","","809 United Nations Plaza New York, NY  10017-3580","5","Untied",
"US-EIN-941655673-26216","for general operating support of the African Partnership Travel and Learning Fund","","Africa","USD",1200000,0,0,0,0,0,"","2008-11-17","","2011-11-17","","","","","","","","Institute of International Education, Inc.","(212) 883-8200","","809 United Nations Plaza New York, NY  10017-3580","5","Untied",
"US-EIN-941655673-30048","for IMCO's research and analysis on economic competitiveness in Mexico","Mexico","","USD",1800000,0,0,0,0,0,"","2010-11-15","","2012-11-15","","","","","","","","Instituto Mexicano para la Competitividad, A.C.","011-51-55-59-85-10-17","","Leibnitz Nº 11, 6º Piso
Despacho 602
Col. Anzures Mexico City,   11590 Mexico","5","Untied",
"US-EIN-941655673-23166","for general support","Mexico","","USD",2000000,0,0,0,0,0,"","2006-10-16","","2008-10-16","","","","","","","","Instituto Mexicano para la Competitividad, A.C.","011-51-55-59-85-10-17","","Leibnitz Nº 11, 6º Piso
Despacho 602
Col. Anzures Mexico City,   11590 Mexico","5","Untied",
